placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
rainbow-line-parking-lot-1-gate,Face,2025-03-03 00:00:00,2025-03-04 00:00:00,29,0,8,2,1,2,3,0,5,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-04 00:00:00,2025-03-05 00:00:00,17,0,2,0,1,2,1,1,2,4,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-05 00:00:00,2025-03-06 00:00:00,7,0,1,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-06 00:00:00,2025-03-07 00:00:00,63,0,4,1,3,11,9,8,9,12,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-07 00:00:00,2025-03-08 00:00:00,36,0,5,1,3,11,0,5,2,4,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-08 00:00:00,2025-03-09 00:00:00,64,0,10,4,2,5,5,5,13,7,0,4,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-09 00:00:00,2025-03-10 00:00:00,95,1,6,7,4,10,17,14,17,10,0,1,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-10 00:00:00,2025-03-11 00:00:00,54,0,6,3,1,6,2,5,7,15,0,2,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-11 00:00:00,2025-03-12 00:00:00,16,0,1,1,0,4,0,2,2,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-12 00:00:00,2025-03-13 00:00:00,28,0,4,1,0,7,0,0,3,3,0,2,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-13 00:00:00,2025-03-14 00:00:00,66,0,5,8,7,3,5,8,13,6,0,2,2,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-14 00:00:00,2025-03-15 00:00:00,57,0,5,2,3,4,9,8,9,12,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-15 00:00:00,2025-03-16 00:00:00,43,0,11,0,3,3,2,7,3,3,0,3,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-16 00:00:00,2025-03-17 00:00:00,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-17 00:00:00,2025-03-18 00:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-18 00:00:00,2025-03-19 00:00:00,49,0,4,2,10,13,3,3,3,2,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-19 00:00:00,2025-03-20 00:00:00,11,1,0,1,0,3,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-20 00:00:00,2025-03-21 00:00:00,189,0,20,10,2,14,19,33,40,33,0,1,0,1,3,2,2,4,5,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-21 00:00:00,2025-03-22 00:00:00,128,0,16,7,2,8,12,10,34,25,0,2,1,2,0,2,0,3,4,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-22 00:00:00,2025-03-23 00:00:00,375,0,64,23,11,21,30,42,75,83,0,6,4,3,2,2,4,3,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-23 00:00:00,2025-03-24 00:00:00,364,0,43,17,11,17,19,39,75,114,1,3,3,2,2,0,1,3,14,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-24 00:00:00,2025-03-25 00:00:00,67,0,2,2,3,1,9,12,17,7,0,2,0,2,3,2,1,2,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-25 00:00:00,2025-03-26 00:00:00,53,0,6,4,3,6,7,6,5,5,0,0,0,0,3,4,0,2,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-26 00:00:00,2025-03-27 00:00:00,102,0,14,2,1,13,8,5,20,27,0,1,3,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-27 00:00:00,2025-03-28 00:00:00,55,1,10,2,1,4,6,9,7,7,0,1,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-28 00:00:00,2025-03-29 00:00:00,9,0,3,0,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-29 00:00:00,2025-03-30 00:00:00,83,1,13,8,4,7,9,9,12,6,0,2,1,1,2,5,1,2,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-30 00:00:00,2025-03-31 00:00:00,49,0,6,3,2,8,9,5,5,2,0,0,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-03-31 00:00:00,2025-04-01 00:00:00,13,0,2,1,1,2,2,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-01 00:00:00,2025-04-02 00:00:00,51,1,7,4,1,6,4,5,11,4,1,0,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-02 00:00:00,2025-04-03 00:00:00,57,0,5,2,2,7,6,4,8,10,0,0,1,1,2,0,1,4,4,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-03 00:00:00,2025-04-04 00:00:00,24,0,2,4,2,3,2,2,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-04 00:00:00,2025-04-05 00:00:00,72,0,2,2,8,5,10,7,14,10,0,0,4,0,2,1,3,2,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-05 00:00:00,2025-04-06 00:00:00,290,0,33,15,10,19,13,21,59,84,0,2,4,1,7,4,4,7,7,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-06 00:00:00,2025-04-07 00:00:00,238,0,30,11,7,10,21,24,52,53,0,6,3,2,3,3,1,2,10,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-07 00:00:00,2025-04-08 00:00:00,65,0,12,5,2,3,6,6,11,10,0,1,0,2,3,0,1,1,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-08 00:00:00,2025-04-09 00:00:00,50,0,6,4,2,4,4,4,6,9,0,0,1,2,0,1,2,2,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-09 00:00:00,2025-04-10 00:00:00,100,0,10,6,2,8,6,12,21,22,0,1,2,1,0,2,0,4,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-10 00:00:00,2025-04-11 00:00:00,29,0,4,1,2,1,3,4,5,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-11 00:00:00,2025-04-12 00:00:00,25,0,0,1,1,4,4,2,3,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-12 00:00:00,2025-04-13 00:00:00,356,2,68,21,17,24,24,32,57,87,0,4,3,1,3,3,2,3,5,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-13 00:00:00,2025-04-14 00:00:00,22,0,5,0,2,4,2,3,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-14 00:00:00,2025-04-15 00:00:00,73,0,4,5,0,6,7,10,11,19,0,0,4,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-15 00:00:00,2025-04-16 00:00:00,35,0,1,1,1,4,1,3,12,7,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-16 00:00:00,2025-04-17 00:00:00,97,0,8,4,2,5,11,11,29,20,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-17 00:00:00,2025-04-18 00:00:00,202,1,18,7,6,7,14,20,70,23,0,4,4,2,1,3,3,14,5,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-18 00:00:00,2025-04-19 00:00:00,79,0,4,8,0,1,14,4,8,29,0,0,0,0,1,1,1,1,7,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-19 00:00:00,2025-04-20 00:00:00,483,0,88,24,13,29,40,45,93,106,0,7,2,0,5,5,2,5,19,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-20 00:00:00,2025-04-21 00:00:00,240,0,41,9,11,19,17,30,53,39,0,3,2,3,1,2,2,5,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-21 00:00:00,2025-04-22 00:00:00,75,0,11,4,4,3,8,5,16,9,0,1,0,0,2,3,3,1,5,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-22 00:00:00,2025-04-23 00:00:00,117,0,7,4,5,3,15,14,34,15,0,2,2,3,2,4,1,4,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-23 00:00:00,2025-04-24 00:00:00,5,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-24 00:00:00,2025-04-25 00:00:00,115,0,7,6,22,16,6,9,18,13,0,3,2,2,2,3,1,2,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-25 00:00:00,2025-04-26 00:00:00,121,0,20,5,7,10,10,12,13,23,0,5,2,1,5,3,2,0,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-26 00:00:00,2025-04-27 00:00:00,630,12,85,18,18,40,38,71,169,86,2,8,3,6,4,6,8,21,35,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-27 00:00:00,2025-04-28 00:00:00,1041,3,124,37,41,64,91,125,206,237,0,13,7,7,9,15,16,15,31,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-28 00:00:00,2025-04-29 00:00:00,249,0,15,6,13,19,19,21,58,71,0,3,3,1,4,4,0,3,9,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-29 00:00:00,2025-04-30 00:00:00,810,8,76,20,11,35,36,88,295,132,2,10,4,5,5,7,5,21,50,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-04-30 00:00:00,2025-05-01 00:00:00,945,0,120,29,14,27,38,39,148,467,0,5,2,0,2,2,5,10,37,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-05-01 00:00:00,2025-05-02 00:00:00,519,5,63,21,22,27,36,70,133,80,0,8,3,3,3,6,6,15,18,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-05-02 00:00:00,2025-05-03 00:00:00,45,0,5,2,1,4,5,7,6,6,0,0,0,1,1,4,1,0,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-05-03 00:00:00,2025-05-04 00:00:00,154,1,15,6,9,10,10,15,38,29,0,1,1,0,1,1,3,10,4,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-05-04 00:00:00,2025-05-05 00:00:00,71,1,7,1,3,3,7,6,16,20,0,0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-05-05 00:00:00,2025-05-06 00:00:00,124,0,33,4,6,11,12,13,15,18,0,1,1,1,2,2,1,1,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-05-06 00:00:00,2025-05-07 00:00:00,15,0,3,1,1,3,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-05-07 00:00:00,2025-05-08 00:00:00,61,0,7,0,2,3,7,7,6,20,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-05-08 00:00:00,2025-05-09 00:00:00,132,0,13,2,10,10,10,14,27,25,0,2,1,0,1,3,1,6,7,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-05-09 00:00:00,2025-05-10 00:00:00,21,0,1,0,1,2,2,3,5,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2025-05-10 00:00:00,2025-05-11 00:00:00,45,0,5,1,0,7,2,8,6,6,0,1,0,0,1,3,1,3,1,0,0,0,0,0,0,0,0,0
