placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2025-02-28 00:00:00,2025-03-01 00:00:00,314,3,86,24,19,35,23,12,17,4,0,23,14,11,18,14,7,2,1,0,0,1,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-01 00:00:00,2025-03-02 00:00:00,393,3,153,37,23,19,20,8,4,7,1,45,14,11,17,12,8,6,5,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-02 00:00:00,2025-03-03 00:00:00,440,4,149,32,27,41,28,15,17,2,0,41,18,16,20,12,6,8,1,0,1,0,1,1,0,0,0,0
fukui-station-east-entrance,Face,2025-03-03 00:00:00,2025-03-04 00:00:00,260,1,80,21,16,27,8,12,9,5,0,27,13,8,12,5,10,4,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-04 00:00:00,2025-03-05 00:00:00,290,9,97,18,17,34,17,11,12,2,0,20,17,4,10,9,6,4,3,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-05 00:00:00,2025-03-06 00:00:00,277,2,82,24,21,40,12,8,3,5,1,26,12,9,12,12,4,2,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-06 00:00:00,2025-03-07 00:00:00,304,1,93,27,17,20,21,14,12,6,0,27,22,11,16,6,7,3,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-07 00:00:00,2025-03-08 00:00:00,325,2,94,18,26,34,15,19,16,16,0,23,14,14,10,5,10,5,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-08 00:00:00,2025-03-09 00:00:00,458,2,136,43,37,33,31,22,23,10,0,41,15,20,14,11,10,5,4,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-09 00:00:00,2025-03-10 00:00:00,403,5,120,28,18,39,23,17,12,12,0,30,26,13,27,16,12,3,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-10 00:00:00,2025-03-11 00:00:00,320,4,101,23,17,35,15,14,14,8,0,19,14,13,12,13,7,5,6,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-11 00:00:00,2025-03-12 00:00:00,248,3,77,17,12,16,17,16,8,5,4,23,12,13,6,8,7,3,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-12 00:00:00,2025-03-13 00:00:00,297,3,94,38,13,23,15,11,10,7,0,30,8,12,13,10,3,4,3,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-13 00:00:00,2025-03-14 00:00:00,203,0,55,20,12,27,16,11,4,5,0,19,5,11,7,3,4,1,3,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-14 00:00:00,2025-03-15 00:00:00,365,3,116,25,12,22,11,16,11,8,0,56,19,16,17,15,8,5,4,0,0,0,0,0,1,0,0,0
fukui-station-east-entrance,Face,2025-03-15 00:00:00,2025-03-16 00:00:00,467,7,145,51,32,41,34,18,16,8,2,44,13,14,16,13,4,3,5,0,0,1,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-16 00:00:00,2025-03-17 00:00:00,763,9,243,59,57,80,59,24,25,11,1,69,33,29,24,18,15,3,3,0,0,0,1,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-17 00:00:00,2025-03-18 00:00:00,402,5,112,28,24,33,19,13,8,38,0,37,16,12,17,16,12,6,5,0,0,0,0,1,0,0,0,0
fukui-station-east-entrance,Face,2025-03-18 00:00:00,2025-03-19 00:00:00,1061,4,88,24,19,28,17,13,30,647,0,31,20,16,15,10,3,2,93,0,0,0,1,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-19 00:00:00,2025-03-20 00:00:00,340,4,113,25,25,28,18,12,21,10,0,28,7,8,19,11,5,3,3,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-20 00:00:00,2025-03-21 00:00:00,687,2,172,45,23,34,34,20,23,147,2,54,27,21,20,20,12,16,14,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-21 00:00:00,2025-03-22 00:00:00,1330,2,109,35,20,30,21,13,43,820,0,28,15,12,26,9,10,1,134,0,0,1,0,1,0,0,0,0
fukui-station-east-entrance,Face,2025-03-22 00:00:00,2025-03-23 00:00:00,600,5,138,35,13,34,33,17,35,140,0,32,24,25,21,16,19,3,10,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-23 00:00:00,2025-03-24 00:00:00,1135,7,173,38,39,51,38,24,26,570,2,27,17,22,18,21,11,3,45,0,1,1,0,1,0,0,0,0
fukui-station-east-entrance,Face,2025-03-24 00:00:00,2025-03-25 00:00:00,374,1,108,32,17,21,12,11,23,91,1,14,6,10,9,11,3,3,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-25 00:00:00,2025-03-26 00:00:00,299,5,83,23,17,22,18,12,11,31,0,21,9,7,12,8,7,7,6,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-26 00:00:00,2025-03-27 00:00:00,1066,4,108,23,21,25,22,17,33,685,0,30,18,13,11,11,6,2,37,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-27 00:00:00,2025-03-28 00:00:00,452,3,122,23,27,30,18,13,11,75,1,43,16,13,22,18,10,1,4,0,1,0,1,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-28 00:00:00,2025-03-29 00:00:00,470,6,114,29,34,42,26,18,8,80,0,27,17,19,16,13,10,3,6,0,1,1,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-29 00:00:00,2025-03-30 00:00:00,1131,3,212,46,42,63,29,46,34,421,0,46,36,23,37,27,8,8,46,0,0,1,0,2,1,0,0,0
fukui-station-east-entrance,Face,2025-03-30 00:00:00,2025-03-31 00:00:00,958,9,287,68,62,83,56,46,27,20,0,77,39,39,61,31,20,18,7,0,1,0,4,0,3,0,0,0
fukui-station-east-entrance,Face,2025-03-31 00:00:00,2025-04-01 00:00:00,376,1,97,20,35,38,20,13,12,2,0,39,21,17,18,12,13,9,6,0,0,0,1,1,0,0,1,0
fukui-station-east-entrance,Face,2025-04-01 00:00:00,2025-04-02 00:00:00,251,4,81,22,17,22,12,8,7,7,0,21,12,9,13,6,3,5,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-02 00:00:00,2025-04-03 00:00:00,362,3,111,24,23,31,21,9,8,9,0,31,21,15,22,11,14,2,6,0,0,0,0,0,1,0,0,0
fukui-station-east-entrance,Face,2025-04-03 00:00:00,2025-04-04 00:00:00,358,3,116,20,13,39,17,13,6,11,1,46,11,16,14,14,9,6,3,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-04 00:00:00,2025-04-05 00:00:00,356,1,107,18,21,43,24,16,7,6,1,37,14,7,17,19,10,4,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-05 00:00:00,2025-04-06 00:00:00,419,2,138,23,32,35,34,14,19,6,0,35,20,12,18,18,4,5,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-06 00:00:00,2025-04-07 00:00:00,650,5,186,53,39,54,39,25,17,7,2,62,29,33,46,28,16,3,3,0,2,1,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-07 00:00:00,2025-04-08 00:00:00,290,3,92,12,23,29,21,9,9,6,0,21,8,13,13,16,12,2,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-08 00:00:00,2025-04-09 00:00:00,207,6,71,9,11,27,10,8,5,8,0,16,8,8,6,6,3,1,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-09 00:00:00,2025-04-10 00:00:00,310,4,114,26,15,28,20,12,11,6,1,20,11,4,11,13,6,4,3,0,0,0,0,1,0,0,0,0
fukui-station-east-entrance,Face,2025-04-10 00:00:00,2025-04-11 00:00:00,246,1,77,22,11,26,14,14,4,2,0,21,4,12,14,11,7,2,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-11 00:00:00,2025-04-12 00:00:00,318,4,127,26,18,28,16,20,4,3,0,20,9,7,8,8,8,7,5,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-12 00:00:00,2025-04-13 00:00:00,438,3,142,22,23,41,21,19,12,12,1,48,18,14,19,18,12,6,7,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-13 00:00:00,2025-04-14 00:00:00,549,8,204,38,35,59,35,19,13,4,0,45,24,13,24,14,2,6,6,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-14 00:00:00,2025-04-15 00:00:00,276,2,106,22,19,33,17,12,7,1,0,18,7,6,11,10,4,0,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-15 00:00:00,2025-04-16 00:00:00,283,3,91,29,20,36,10,14,10,6,0,18,12,7,14,4,1,2,4,0,0,1,1,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-16 00:00:00,2025-04-17 00:00:00,250,2,74,13,21,25,12,14,14,9,0,13,6,7,10,6,9,11,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-17 00:00:00,2025-04-18 00:00:00,237,2,68,17,12,18,32,6,9,9,1,19,6,7,7,4,10,4,5,0,0,0,1,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-18 00:00:00,2025-04-19 00:00:00,295,2,105,23,19,29,16,14,6,7,0,24,11,10,11,10,3,4,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-19 00:00:00,2025-04-20 00:00:00,411,3,129,37,26,34,27,19,11,4,0,32,18,14,23,12,14,5,3,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-20 00:00:00,2025-04-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-21 00:00:00,2025-04-22 00:00:00,268,2,83,18,21,26,16,15,6,7,0,22,19,6,10,6,8,3,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-22 00:00:00,2025-04-23 00:00:00,294,2,78,27,17,25,25,20,12,18,0,13,11,11,12,10,6,6,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-23 00:00:00,2025-04-24 00:00:00,286,2,95,22,14,23,23,15,3,4,0,30,17,7,8,8,5,6,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-24 00:00:00,2025-04-25 00:00:00,285,3,81,16,20,34,18,15,12,8,0,29,9,13,6,8,6,4,3,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-25 00:00:00,2025-04-26 00:00:00,304,2,93,23,19,23,23,14,12,13,0,22,11,12,13,6,7,1,10,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-26 00:00:00,2025-04-27 00:00:00,451,10,150,33,24,39,27,22,4,9,0,32,17,18,27,20,8,6,4,0,0,0,0,0,0,1,0,0
fukui-station-east-entrance,Face,2025-04-27 00:00:00,2025-04-28 00:00:00,431,3,141,42,43,38,24,14,14,5,0,29,19,15,16,10,9,3,5,0,0,0,0,1,0,0,0,0
fukui-station-east-entrance,Face,2025-04-28 00:00:00,2025-04-29 00:00:00,335,5,123,26,24,36,19,13,10,6,0,24,15,10,12,3,4,3,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-29 00:00:00,2025-04-30 00:00:00,17,0,7,3,0,2,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-04-30 00:00:00,2025-05-01 00:00:00,304,2,102,24,22,31,24,16,13,2,0,25,7,11,12,8,1,3,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-05-01 00:00:00,2025-05-02 00:00:00,353,4,118,31,24,25,19,16,10,6,0,31,13,15,20,10,5,0,6,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-05-02 00:00:00,2025-05-03 00:00:00,410,7,145,29,33,43,21,7,8,7,1,28,13,18,26,13,6,4,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-05-03 00:00:00,2025-05-04 00:00:00,612,7,202,61,45,50,33,25,10,8,1,39,25,32,33,20,9,5,4,0,0,1,0,0,1,0,0,1
fukui-station-east-entrance,Face,2025-05-04 00:00:00,2025-05-05 00:00:00,451,2,155,42,27,35,37,12,6,7,1,33,16,18,28,18,8,2,2,0,1,0,0,1,0,0,0,0
fukui-station-east-entrance,Face,2025-05-05 00:00:00,2025-05-06 00:00:00,717,10,231,64,45,63,43,19,18,7,1,55,32,30,36,25,17,7,7,0,2,1,1,1,1,1,0,0
fukui-station-east-entrance,Face,2025-05-06 00:00:00,2025-05-07 00:00:00,540,5,168,44,39,47,32,16,12,5,0,58,20,26,25,16,12,5,2,0,3,1,0,2,1,1,0,0
fukui-station-east-entrance,Face,2025-05-07 00:00:00,2025-05-08 00:00:00,216,2,80,16,15,11,16,10,7,7,1,10,10,7,9,8,3,2,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-05-08 00:00:00,2025-05-09 00:00:00,233,3,79,19,13,31,15,11,9,4,0,9,11,2,9,6,3,5,3,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-05-09 00:00:00,2025-05-10 00:00:00,277,6,81,18,21,27,19,14,15,3,0,24,7,11,14,7,1,4,5,0,0,0,0,0,0,0,0,0
