placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
rainbow-line-parking-lot-2-gate,Face,2024-11-10 00:00:00,2024-11-11 00:00:00,118,0,13,7,3,5,14,14,24,26,0,1,0,3,3,0,1,2,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-11 00:00:00,2024-11-12 00:00:00,7,0,0,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-12 00:00:00,2024-11-13 00:00:00,23,0,1,2,4,6,1,1,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-13 00:00:00,2024-11-14 00:00:00,9,0,0,0,0,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-14 00:00:00,2024-11-15 00:00:00,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-16 00:00:00,2024-11-17 00:00:00,140,0,30,6,3,3,12,10,40,31,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-17 00:00:00,2024-11-18 00:00:00,39,0,2,2,1,0,0,4,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-19 00:00:00,2024-11-20 00:00:00,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-20 00:00:00,2024-11-21 00:00:00,24,0,3,8,3,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-21 00:00:00,2024-11-22 00:00:00,5,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-23 00:00:00,2024-11-24 00:00:00,77,1,8,2,4,5,2,12,22,18,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-24 00:00:00,2024-11-25 00:00:00,152,1,11,6,7,11,17,27,35,30,0,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-25 00:00:00,2024-11-26 00:00:00,38,0,9,5,4,9,0,3,1,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-26 00:00:00,2024-11-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-27 00:00:00,2024-11-28 00:00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-28 00:00:00,2024-11-29 00:00:00,29,0,1,1,0,3,3,7,1,6,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-29 00:00:00,2024-11-30 00:00:00,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-11-30 00:00:00,2024-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-01 00:00:00,2024-12-02 00:00:00,24,1,3,4,0,1,0,0,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-03 00:00:00,2024-12-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-05 00:00:00,2024-12-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-06 00:00:00,2024-12-07 00:00:00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-07 00:00:00,2024-12-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-08 00:00:00,2024-12-09 00:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-09 00:00:00,2024-12-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-10 00:00:00,2024-12-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-12 00:00:00,2024-12-13 00:00:00,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-13 00:00:00,2024-12-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-14 00:00:00,2024-12-15 00:00:00,38,0,0,0,3,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-15 00:00:00,2024-12-16 00:00:00,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-16 00:00:00,2024-12-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-18 00:00:00,2024-12-19 00:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-20 00:00:00,2024-12-21 00:00:00,11,0,2,0,0,0,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-21 00:00:00,2024-12-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-22 00:00:00,2024-12-23 00:00:00,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-23 00:00:00,2024-12-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-24 00:00:00,2024-12-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-25 00:00:00,2024-12-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-26 00:00:00,2024-12-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-27 00:00:00,2024-12-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-28 00:00:00,2024-12-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-29 00:00:00,2024-12-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-30 00:00:00,2024-12-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2024-12-31 00:00:00,2025-01-01 00:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-01 00:00:00,2025-01-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-02 00:00:00,2025-01-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-03 00:00:00,2025-01-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-04 00:00:00,2025-01-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-05 00:00:00,2025-01-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-06 00:00:00,2025-01-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-07 00:00:00,2025-01-08 00:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-08 00:00:00,2025-01-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-09 00:00:00,2025-01-10 00:00:00,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-10 00:00:00,2025-01-11 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-11 00:00:00,2025-01-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-12 00:00:00,2025-01-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-13 00:00:00,2025-01-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-14 00:00:00,2025-01-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-15 00:00:00,2025-01-16 00:00:00,30,0,9,13,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0










rainbow-line-parking-lot-2-gate,Face,2025-01-16 00:00:00,2025-01-17 00:00:00,5,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-17 00:00:00,2025-01-18 00:00:00,8,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-18 00:00:00,2025-01-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-19 00:00:00,2025-01-20 00:00:00,5,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-20 00:00:00,2025-01-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-21 00:00:00,2025-01-22 00:00:00,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-22 00:00:00,2025-01-23 00:00:00,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-23 00:00:00,2025-01-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-24 00:00:00,2025-01-25 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-25 00:00:00,2025-01-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-26 00:00:00,2025-01-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-27 00:00:00,2025-01-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-28 00:00:00,2025-01-29 00:00:00,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-29 00:00:00,2025-01-30 00:00:00,14,0,1,0,1,1,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-30 00:00:00,2025-01-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-01-31 00:00:00,2025-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-01 00:00:00,2025-02-02 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-02 00:00:00,2025-02-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-03 00:00:00,2025-02-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-04 00:00:00,2025-02-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-05 00:00:00,2025-02-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-06 00:00:00,2025-02-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-07 00:00:00,2025-02-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-08 00:00:00,2025-02-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-09 00:00:00,2025-02-10 00:00:00,6,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-10 00:00:00,2025-02-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-11 00:00:00,2025-02-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-12 00:00:00,2025-02-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-13 00:00:00,2025-02-14 00:00:00,7,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-14 00:00:00,2025-02-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-15 00:00:00,2025-02-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-16 00:00:00,2025-02-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-17 00:00:00,2025-02-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-18 00:00:00,2025-02-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-19 00:00:00,2025-02-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-20 00:00:00,2025-02-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-21 00:00:00,2025-02-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-22 00:00:00,2025-02-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-23 00:00:00,2025-02-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-24 00:00:00,2025-02-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-25 00:00:00,2025-02-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-26 00:00:00,2025-02-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-27 00:00:00,2025-02-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-02-28 00:00:00,2025-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-01 00:00:00,2025-03-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-02 00:00:00,2025-03-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-03 00:00:00,2025-03-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-04 00:00:00,2025-03-05 00:00:00,201,0,0,0,0,0,5,93,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-05 00:00:00,2025-03-06 00:00:00,7,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-06 00:00:00,2025-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-07 00:00:00,2025-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-08 00:00:00,2025-03-09 00:00:00,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-09 00:00:00,2025-03-10 00:00:00,6,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-10 00:00:00,2025-03-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-11 00:00:00,2025-03-12 00:00:00,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-12 00:00:00,2025-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-13 00:00:00,2025-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-14 00:00:00,2025-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-15 00:00:00,2025-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-16 00:00:00,2025-03-17 00:00:00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-17 00:00:00,2025-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-18 00:00:00,2025-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2025-03-19 00:00:00,2025-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
